3.917310,5.785748,0
4.299554,5.222733,0
4.867773,5.031168,0
4.154352,4.814763,0
3.749770,6.041587,0
4.029936,5.466357,0
4.385095,6.240664,0
4.491375,5.547631,0
4.847019,6.568870,0
2.804246,4.979711,0
2.951267,3.580527,0
3.993053,5.031530,0
4.203006,8.296698,0
4.434523,3.166925,0
3.795114,4.229002,0
3.580193,3.195173,0
4.346458,5.585815,0
3.070600,4.316186,0
4.570700,7.634016,0
5.249812,6.421167,0
4.637165,6.568035,0
3.299957,4.199783,0
3.237099,5.312382,0
4.268841,2.886197,0
3.037634,4.071814,0
3.497625,4.325547,0
3.225093,3.995084,0
3.578584,4.702581,0
3.913084,4.202495,0
4.978484,6.295815,0
2.506064,3.648581,0
4.036228,5.413665,0
3.906032,5.040144,0
4.029826,6.341718,0
4.413904,4.494787,0
3.393339,3.673443,0
3.687139,6.075338,0
3.518591,6.419366,0
1.964176,2.317214,0
4.006056,5.803463,0
4.005429,3.682187,0
3.373187,3.489246,0
3.886148,4.131287,0
3.412327,5.463697,0
4.363475,6.716766,0
3.095411,4.501933,0
4.803543,4.316834,0
3.625786,2.657974,0
4.009757,5.980720,0
3.490864,5.329866,0
3.845762,6.662799,0
4.963372,4.897325,0
3.077748,4.334321,0
3.970360,5.173240,0
4.453041,7.319629,0
3.922464,6.488251,0
3.327086,4.767214,0
1.878880,5.717570,0
3.705863,6.312777,0
4.578039,4.393064,0
4.479865,5.813538,0
5.644866,7.175806,0
4.511595,6.215317,0
1.707909,5.130744,0
4.336854,5.198464,0
3.787997,4.944431,0
4.163591,5.819463,0
3.368665,3.640009,0
3.863139,6.672796,0
2.580183,3.741063,0
4.207034,5.516223,0
4.275977,6.531399,0
3.501665,4.091783,0
3.692021,4.817796,0
3.217193,4.563194,0
4.083742,5.699670,0
3.510160,3.362421,0
2.298560,2.826015,0
3.128614,4.761496,0
2.966610,3.103532,0
2.188412,4.581270,0
3.713113,5.285941,0
4.447709,7.660880,0
2.979049,5.566942,0
3.530267,4.520736,0
3.883090,4.445670,0
4.122013,4.571992,0
4.609670,6.300886,0
4.431127,5.395647,0
4.123382,5.151015,0
3.984854,6.601203,0
5.355279,5.963818,0
4.045811,4.003786,0
2.883114,5.173756,0
5.051221,6.895319,0
4.114794,3.181199,0
4.337644,5.401462,0
3.261094,4.267537,0
4.825848,7.849062,0
3.452054,4.611707,0
3.538741,5.179610,0
3.603458,4.926851,0
3.961835,6.079396,0
4.340222,5.431470,0
4.046599,6.783443,0
3.776360,5.396378,0
4.406512,5.327717,0
3.049878,6.583138,0
5.022127,6.669215,0
3.332657,5.935657,0
3.057628,4.865224,0
2.259950,4.738274,0
3.892789,5.547458,0
10.776221,5.112620,1
7.844987,6.416363,1
9.123631,5.591840,1
9.667759,5.453641,1
12.773875,3.984607,1
10.781948,6.032211,1
8.777943,5.953342,1
9.117316,5.581720,1
9.339582,4.155016,1
8.610464,7.770350,1
9.682465,6.531566,1
11.672215,4.388497,1
11.198898,3.780607,1
9.958812,4.933269,1
8.839318,7.028164,1
8.068433,7.213661,1
8.594719,6.773892,1
8.405214,5.289065,1
8.750002,6.992987,1
8.664973,6.543609,1
9.128997,7.055847,1
4.862229,7.998246,1
8.842219,5.895104,1
7.355920,6.879585,1
9.402599,4.991398,1
10.863275,6.983233,1
10.976364,5.989325,1
7.267059,6.937519,1
7.345357,6.545642,1
7.643762,6.468102,1
10.214569,5.054906,1
8.209025,6.281353,1
9.270419,6.250423,1
8.187818,5.142983,1
11.911684,5.313662,1
10.053028,5.489739,1
11.363123,4.394229,1
9.708346,6.318131,1
7.999412,6.651467,1
12.096025,3.315394,1
9.490293,5.765445,1
7.390298,6.886234,1
11.247974,6.079378,1
8.191272,6.266842,1
7.988545,7.217464,1
9.444886,4.018416,1
9.811103,6.580331,1
10.708786,3.368753,1
8.120886,6.351433,1
9.616536,5.681365,1
10.887544,5.101617,1
7.319151,5.805362,1
7.693399,6.519159,1
7.051688,7.073891,1
7.966162,6.018186,1
7.817581,7.411176,1
10.449939,4.837539,1
9.789361,4.771869,1
8.045045,6.685405,1
7.782114,7.741717,1
9.411690,6.263939,1
8.553627,4.693428,1
9.826321,5.179331,1
9.707007,6.704261,1
9.068085,5.750287,1
10.323223,7.239230,1
7.966710,6.081033,1
11.362692,5.983938,1
9.054545,7.203678,1
7.940455,6.615926,1
10.157142,3.393037,1
7.910344,6.825345,1
8.399599,5.968484,1
9.005551,6.366742,1
8.238441,6.463930,1
7.822339,5.989281,1
9.654018,5.456258,1
8.561268,6.028796,1
10.829704,5.395574,1
9.510924,5.471379,1
9.535798,6.216212,1
7.626685,7.377025,1
11.097782,3.472406,1
9.390348,4.899661,1
9.235399,7.041727,1
6.869416,7.236871,1
8.524269,5.828397,1
10.450265,4.995520,1
9.646568,5.306161,1
11.029855,5.651861,1
8.269826,5.742174,1
9.868716,8.110719,1
8.442375,6.847564,1
10.014247,5.099107,1
8.284998,6.618509,1
9.942476,4.431309,1
9.333721,6.254895,1
10.108614,5.641426,1
7.464211,6.714830,1
11.551771,4.916413,1
8.320775,5.115811,1
7.046352,6.672159,1
9.381291,5.655366,1
9.687284,4.644176,1
9.341670,4.487418,1
8.752459,6.571752,1
8.363154,6.226488,1
7.334688,6.514321,1
8.511507,7.527071,1
8.865360,5.660698,1
9.299873,5.085253,1
8.703417,6.377623,1
9.138281,6.560968,1
6.806163,6.578776,1
9.922983,5.145184,1
10.014397,6.489963,1
8.798202,5.525569,1
9.373272,6.665876,1
7.170098,6.883746,1
9.096625,6.174731,1
8.288031,5.108093,1
11.259363,4.852154,1
9.098215,6.411338,1
9.766542,5.876536,1
9.314731,6.945172,1
6.931602,6.539569,1
10.853117,5.760693,1
8.233687,7.487086,1
8.324446,5.634098,1
8.618020,7.865554,1
8.908317,6.561023,1
10.119104,5.358860,1
7.192197,7.364809,1
8.888544,6.161995,1
8.249584,6.553623,1
8.696493,8.547168,1
7.807290,5.238266,1
9.341372,5.279532,1
7.969479,6.306677,1
10.538691,4.547203,1
7.927098,7.593685,1
8.772498,6.518759,1
7.826740,6.958475,1
9.310466,5.978453,1
8.121338,5.723402,1
9.328546,6.986807,1
11.111435,5.132560,1
7.581623,6.407142,1
8.834802,5.222745,1
7.734315,6.126072,1
10.475748,4.275809,1
9.300942,5.693393,1
8.811034,5.898568,1
7.994741,6.555380,1
9.726399,4.995786,1
8.553297,5.874542,1
9.950726,5.406777,1
9.456184,6.280118,1
10.112751,5.850723,1
7.957459,6.837286,1
9.367547,6.766364,1
9.065856,5.014179,1
9.927786,5.442955,1
9.683237,7.092392,1
11.197121,4.829580,1
7.647090,7.362771,1
8.920653,6.383230,1
7.415735,5.722398,1
9.905038,5.145349,1
9.568885,5.369142,1
9.168671,6.868410,1
7.620972,6.689729,1
9.364542,4.406137,1
8.778480,6.491300,1
10.850787,4.210965,1
9.351444,5.727486,1
9.832653,5.605613,1
7.877729,8.404871,1
10.478668,5.570016,1
8.400601,5.731968,1
9.339118,5.799053,1
7.997386,7.372076,1
9.918216,4.893026,1
12.291735,4.728303,1
9.897752,6.683244,1
9.547006,5.046307,1
9.902463,5.945276,1
10.397675,4.899421,1
9.634531,4.709150,1
10.575853,5.096194,1
7.586289,6.576184,1
10.407061,4.624653,1
6.971746,8.406337,1
8.394733,5.443842,1
9.435659,5.187374,1
11.024699,4.832889,1
10.376080,4.913514,1
9.834298,4.947800,1
10.523724,4.710100,1
7.311928,6.684049,1
6.188629,4.486069,2
8.441220,3.056013,2
4.847795,4.830162,2
5.739028,2.507496,2
7.620525,3.815696,2
5.807162,3.218710,2
5.987116,4.137288,2
7.434368,2.991869,2
7.329094,3.152628,2
7.492549,2.028950,2
7.813614,4.057495,2
8.762675,2.838266,2
5.426776,2.958353,2
5.128446,4.533476,2
5.714291,2.201472,2
3.599765,3.669946,2
6.502830,4.538392,2
7.469851,3.834976,2
6.478023,4.541305,2
7.697855,4.111602,2
6.364602,2.990986,2
5.681078,1.989519,2
5.501492,3.482476,2
6.571366,3.104262,2
6.204458,1.548929,2
6.085226,3.617438,2
6.235748,2.500943,2
6.508271,3.931013,2
5.062523,3.934838,2
5.851942,3.715581,2
6.845782,2.436960,2
6.487709,6.396312,2
7.917250,3.120193,2
7.795522,3.090141,2
6.491372,4.108104,2
4.831701,3.631692,2
6.509835,3.567960,2
5.905079,2.909543,2
5.517539,3.831429,2
9.168330,4.095057,2
7.618115,4.429717,2
6.265030,4.305689,2
9.300096,3.297760,2
6.873698,3.194131,2
8.873108,5.950002,2
9.276077,4.788443,2
7.752224,4.508844,2
8.498828,6.861000,2
5.297337,3.162221,2
7.741472,3.619740,2
6.710254,1.347413,2
7.808572,1.770959,2
6.081967,3.198530,2
8.111326,4.049489,2
5.944214,4.506283,2
8.580926,3.512116,2
9.003805,3.630190,2
5.798282,3.351335,2
6.501827,4.748108,2
7.754315,4.138710,2
6.696132,1.456858,2
7.280239,4.826195,2
7.218827,4.642341,2
6.300030,6.698235,2
5.744025,1.490697,2
6.087458,3.367023,2
6.894660,3.083521,2
8.616551,3.350360,2
8.307485,4.768693,2
8.480768,1.824413,2
5.252726,3.965365,2
5.123740,4.487302,2
5.613429,4.176563,2
5.597275,2.818449,2
7.482046,4.369063,2
6.458019,5.584753,2
8.278825,3.392841,2
7.775982,2.411700,2
6.343425,3.620416,2
6.763776,4.943914,2
7.252328,3.977208,2
5.844859,4.422609,2
8.770236,6.156303,2
6.627897,-0.389893,2
6.919241,4.727368,2
4.921693,2.735334,2
6.334946,5.242227,2
4.643681,4.361433,2
7.761101,2.622361,2
7.331880,1.937065,2
8.802067,2.684157,2
5.645500,2.113240,2
7.492059,3.462537,2
8.076545,2.406258,2
6.759616,3.444395,2
6.610298,2.732507,2
6.271653,4.033729,2
9.512692,3.288634,2
8.770196,4.720756,2
6.980692,3.299309,2
6.139013,1.792350,2
6.902382,2.383869,2
4.873399,3.633524,2
6.237845,4.920428,2
6.557740,4.293843,2
6.445786,3.973059,2
6.957008,7.220441,2
8.207807,4.039229,2
7.841401,2.589792,2
8.078377,2.781482,2
7.020467,3.618968,2
6.879866,3.420144,2
7.249686,4.065168,2
7.327427,3.920893,2
7.108628,3.740187,2
5.975366,3.227104,2
5.620992,4.316607,2
5.770127,1.160998,2
9.727870,4.303640,2
8.069674,2.650129,2
7.039080,3.300127,2
6.770385,3.060680,2
4.440154,3.845256,2
6.939821,2.086752,2
8.521542,2.536517,2
6.850836,2.693635,2
7.269245,1.638623,2
6.725321,2.917456,2
6.008948,2.559469,2
8.436127,3.642240,2
7.566487,3.753214,2
7.301929,3.760431,2
7.835247,3.746952,2
6.519381,5.048750,2
8.060596,4.474600,2
6.243033,4.479131,2
7.030828,3.070669,2
6.696354,2.337578,2
6.426807,5.393715,2
7.371243,5.059475,2
8.946145,3.156502,2
7.526395,2.364590,2
7.200786,4.663397,2
6.922343,1.726496,2
4.937458,4.996465,2
7.028047,2.505423,2
7.927763,3.201484,2
6.158338,4.061114,2
7.043329,3.257002,2
7.854892,3.667159,2
8.180975,4.250968,2
8.729565,2.768932,2
7.411750,3.682980,2
6.282482,3.728482,2
7.367845,4.354161,2
7.703708,4.272551,2
7.324897,3.850264,2
9.008684,2.279358,2
8.578136,3.631282,2
5.741772,3.265061,2
3.811436,4.497536,2
7.500755,3.172376,2
7.637694,3.580785,2
7.274785,4.461763,2
5.891395,3.886950,2
7.686461,2.740918,2
4.860074,2.682088,2
5.536147,4.166972,2
7.360061,2.969157,2
6.385066,3.032586,2
6.911689,3.972584,2
8.037993,3.555664,2
9.605868,3.193951,2
6.268705,3.584289,2
7.809619,2.248447,2
6.564581,3.148995,2
6.561017,2.962767,2
7.825660,3.960516,2
7.391497,4.569649,2
9.306815,3.743500,2
7.932666,4.166679,2
7.525537,3.566554,2
6.847562,4.160367,2
6.752859,4.324430,2
8.709735,4.660082,2
7.851353,1.287093,2
6.384788,2.912709,2
7.389351,3.179578,2
6.909430,3.095018,2
5.994379,4.401336,2
7.740548,3.066906,2
7.888336,4.668315,2
6.623814,5.295527,2
7.398657,2.855443,2
6.775768,5.705415,2
7.200152,3.442910,2
8.220735,3.935453,2
7.116003,1.761924,2
9.457572,4.413960,2
5.933202,2.780165,2
